"incident_id","operation_name","incident_title","date","incident_type","strike_type","confirmed","origin_lat","origin_lng","origin_label","origin_sublabel","target_lat","target_lng","target_label","target_sublabel","summary","target_type","platform_or_unit","result_outcome","tags","source_type","is_retaliation","is_covert","is_first_use","disputed"
"tw-20260311112003-strait-of-ho-unk","Independent Actions","Wall Street Journal reports that Iran is now exporting more oil through the…","Mar 11, 2026","economic","strike","FALSE","","","","","26.56","56.25","Strait of Hormuz","","Wall Street Journal reports that Iran is now exporting more oil through the Strait of Hormuz than it did before the war began.","Naval facility","","","IR;IRAN;STRAIT-OF-HORMUZ;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260311113002-israel-unk","Independent Actions","Sirens sound across northern Israel after large Hezbollah rocket attack","Mar 11, 2026","strike","artillery","FALSE","","","","","31.5","34.9","Israel","","Sirens sound across northern Israel after large Hezbollah rocket attack","Military target","","","ARTILLERY;HEZBOLLAH;IL;ISRAEL","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260311114001-israel-12dayw","12-Day War (IDF)","Israeli military says it is prepared to continue the war with Iran for 'as long…","Mar 11, 2026","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israeli military says it is prepared to continue the war with Iran for 'as long as necessary'.","Military target","","","12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260311121002-iran-unk","Independent Actions","Trump says the military has struck 28 Iranian mining ships","Mar 11, 2026","strike","naval","FALSE","","","","","32.0","53.0","Iran","","Trump says the military has struck 28 Iranian mining ships","Naval vessel","Naval Vessel","","IR;IRAN;NAVAL","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260311125002-israel-unk","Independent Actions","Israeli military launches intense wave of strikes on suburbs south of Beirut","Mar 11, 2026","strike","strike","FALSE","","","","","31.5","34.9","Israel","","Israeli military launches intense wave of strikes on suburbs south of Beirut","Military target","","","IL;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260311141002-iran-unk","Independent Actions","UN Security Council adopts resolution demanding end to Iranian attacks on Arab…","Mar 11, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","UN Security Council adopts resolution demanding end to Iranian attacks on Arab countries","Military target","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260311183002-iran-unk","Independent Actions","Reports of a fire near Bahrain's international airport after Iranian drone attack","Mar 11, 2026","strike","drone","FALSE","","","","","32.0","53.0","Iran","","Reports of a fire near Bahrain's international airport after Iranian drone attack","Naval facility","UAV / Drone","","DRONE;IR;IRAN","enriched","FALSE","FALSE","FALSE","TRUE"
"tw-20260311205002-iraq-unk","Independent Actions","Iraq has shut down its oil port operations amid attacks on tankers","Mar 11, 2026","economic","strike","FALSE","","","","","33.0","44.0","Iraq","","Iraq has shut down its oil port operations amid attacks on tankers","Naval facility","","","IQ;IRAQ;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260311220001-israel-iranre","Iran Retaliation","Iran launches new wave of missiles at Israel","Mar 11, 2026","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","31.5","34.9","Israel","","Iran launches new wave of missiles at Israel","Area / Infrastructure","Ballistic / Cruise Missile","","IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260312024002-israel-opepic","Op. Epic Fury","Israeli military announces it has started a wave of widespread strikes against Iran","Mar 12, 2026","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","31.5","34.9","Israel","","Israeli military announces it has started a wave of widespread strikes against Iran","Military target","","","IL;IRAN;ISRAEL;OP-EPIC-FURY;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260312111001-lebanon-unk","Independent Actions","Israeli media reports there are discussions regarding a large ground operation in…","Mar 12, 2026","strike","strike","FALSE","","","","","33.9","35.5","Lebanon","","Israeli media reports there are discussions regarding a large ground operation in Lebanon","Naval facility","","","LB;LEBANON;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260312143002-iraq-unk","Independent Actions","Reports that French soldiers have been wounded in drone attack in Iraq's…","Mar 12, 2026","strike","drone","FALSE","","","","","33.0","44.0","Iraq","","Reports that French soldiers have been wounded in drone attack in Iraq's Kurdistan region","Naval facility","UAV / Drone","","DRONE;IQ;IRAQ","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260312182002-iraq-unk","Independent Actions","French soldier killed in drone attack against base in Iraq's Kurdistan region","Mar 12, 2026","strike","drone","FALSE","","","","","33.0","44.0","Iraq","","French soldier killed in drone attack against base in Iraq's Kurdistan region","Drone / UAV","UAV / Drone","","DRONE;IQ;IRAQ","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260312191002-iran-unk","Independent Actions","Large, widespread strikes have been reported in Iran","Mar 12, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Large, widespread strikes have been reported in Iran","Naval facility","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260312201003-strait-of-ho-unk","Independent Actions","Trump calls on vessels to 'go through the strait of Hormuz and show some guts'","Mar 12, 2026","strike","naval","FALSE","","","","","26.56","56.25","Strait of Hormuz","","Trump calls on vessels to 'go through the strait of Hormuz and show some guts', adding that all of the Iranian navy's ships have been sunk.","Naval vessel","Naval Vessel","","IR;NAVAL;STRAIT-OF-HORMUZ","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260312233003-israel-iranre","Iran Retaliation","Iran launches new wave of missiles at Israel","Mar 12, 2026","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","31.5","34.9","Israel","","Iran launches new wave of missiles at Israel","Area / Infrastructure","Ballistic / Cruise Missile","","IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313001003-tehran-unk","Independent Actions","Loud blasts heard in Tehran","Mar 13, 2026","strike","strike","FALSE","","","","","35.69","51.39","Tehran","","Loud blasts heard in Tehran","Military target","","","IR;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313010003-tehran-unk","Independent Actions","Israeli military issues evacuation orders for parts of Tehran","Mar 13, 2026","strike","strike","FALSE","","","","","35.69","51.39","Tehran","","Israeli military issues evacuation orders for parts of Tehran","Military target","","","IR;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313042003-iran-unk","Independent Actions","Trump says the US military will be hitting Iran 'very hard' over the next week","Mar 13, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Trump says the US military will be hitting Iran 'very hard' over the next week","Military target","","","IR;IRAN;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313114008-iran-opepic","Op. Epic Fury","Iranian media reports powerful blasts in Tehran amid Israeli strikes","Mar 13, 2026","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","32.0","53.0","Iran","","Iranian media reports powerful blasts in Tehran amid Israeli strikes","Naval facility","","","IR;IRAN;OP-EPIC-FURY;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313114008-iran-opepic-1","Op. Epic Fury","US B-2 bombers are being used to conduct long-range strikes against Iranian targets","Mar 13, 2026","strike","fighter","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","32.0","53.0","Iran","","US B-2 bombers are being used to conduct long-range strikes against Iranian targets","Military target","B-2 Spirit","","B-2;FIGHTER;IR;IRAN;OP-EPIC-FURY;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313132002-bahrain-unk","Independent Actions","New attacks on Saudi Arabia and Bahrain","Mar 13, 2026","strike","strike","FALSE","","","","","26.07","50.55","Bahrain","","New attacks on Saudi Arabia and Bahrain","Military target","","","BAHRAIN;BH;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313154003-doha-unk","Independent Actions","Loud blasts heard in Doha","Mar 13, 2026","strike","strike","FALSE","","","","","25.28","51.53","Doha","","Loud blasts heard in Doha, cause unclear.","Military target","","","DOHA;QA;STRIKE","enriched","FALSE","FALSE","FALSE","TRUE"
"tw-20260313155001-strait-of-ho-unk","Independent Actions","Trump says that tankers will 'soon' be escorted by the US Navy through the Strait…","Mar 13, 2026","strike","naval","FALSE","","","","","26.56","56.25","Strait of Hormuz","","Trump says that tankers will 'soon' be escorted by the US Navy through the Strait of Hormuz","Naval vessel","Naval Vessel","","IR;NAVAL;STRAIT-OF-HORMUZ;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313160002-iran-unk","Independent Actions","Trump says that Iran's unconditional surrender means that 'their military is gone","Mar 13, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Trump says that Iran's unconditional surrender means that 'their military is gone, their big threat is gone in every way'","Military target","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313160002-kharg-island-unk","Independent Actions","Trump says all military targets on strategic Kharg Island have been destroyed","Mar 13, 2026","strike","strike","FALSE","","","","","29.27","50.32","Kharg Island","","Trump says all military targets on strategic Kharg Island have been destroyed","Military target","","","IR;KHARG-ISLAND;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313160002-kharg-island-unk-1","Independent Actions","Trump post about massive strikes on Iran's 'crown jewel'","Mar 13, 2026","strike","strike","FALSE","","","","","29.27","50.32","Kharg Island","","Trump post about massive strikes on Iran's 'crown jewel', Kharg Island.","Military target","","","IR;IRAN;KHARG-ISLAND;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313171002-lebanon-unk","Independent Actions","Israel is planning a major ground invasion of Lebanon","Mar 13, 2026","strike","strike","FALSE","","","","","33.9","35.5","Lebanon","","Israel is planning a major ground invasion of Lebanon, according to Axios report.","Naval facility","","","ISRAEL;LB;LEBANON;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313175001-lebanon-unk","Independent Actions","Israel is preparing ground invasion up to Lebanon's Litani River","Mar 13, 2026","strike","strike","FALSE","","","","","33.9","35.5","Lebanon","","Israel is preparing ground invasion up to Lebanon's Litani River, according to Axios report.","Naval facility","","","ISRAEL;LB;LEBANON;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313183002-iran-unk","Independent Actions","Loud blasts heard across Baghdad as Iranian-allied forces are attacked","Mar 13, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Loud blasts heard across Baghdad as Iranian-allied forces are attacked","Military target","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313215001-north-korea-unk","Independent Actions","North Korea launched missile toward Sea of Japan","Mar 13, 2026","strike","missile","FALSE","","","","","40.0","127.0","North Korea","","North Korea launched missile toward Sea of Japan, landing in the sea.","Area / Infrastructure","Ballistic / Cruise Missile","","KP;MISSILE;NORTH-KOREA","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260313234002-strait-of-ho-unk","Independent Actions","Iran may permit the passage of oil tankers through the Strait of Hormuz if the…","Mar 13, 2026","economic","strike","FALSE","","","","","26.56","56.25","Strait of Hormuz","","Iran may permit the passage of oil tankers through the Strait of Hormuz if the oil carried is traded in Chinese yuan rather than the US Dollar, according to CNN report.","Naval facility","","","IR;IRAN;STRAIT-OF-HORMUZ;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260314001002-iran-opswor","Op. Swords of Iron","Hamas calls on Iran to stop attack on neighbouring countries","Mar 14, 2026","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Hamas calls on Iran to stop attack on neighbouring countries","Military target","","","HAMAS;IR;IRAN;OP-SWORDS-OF-IRON;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260314035002-israel-unk","Independent Actions","Israel's defense minister says that the war is 'escalating' and now in a…","Mar 14, 2026","strike","strike","FALSE","","","","","31.5","34.9","Israel","","Israel's defense minister says that the war is 'escalating' and now in a 'decisive stretch'","Military target","","","IL;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260314041002-israel-iranre","Iran Retaliation","Iran launches new wave of missiles against Israel","Mar 14, 2026","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","31.5","34.9","Israel","","Iran launches new wave of missiles against Israel","Area / Infrastructure","Ballistic / Cruise Missile","","IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260314112002-tehran-unk","Independent Actions","Very large blasts reported in Tehran","Mar 14, 2026","strike","strike","FALSE","","","","","35.69","51.39","Tehran","","Very large blasts reported in Tehran","Naval facility","","","IR;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260314123002-iran-unk","Independent Actions","Iranian Revolutionary Guards threaten to attack US industries in the region","Mar 14, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Iranian Revolutionary Guards threaten to attack US industries in the region, as well as factories in which US companies own shares.","Military target","","","IR;IRAN;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260314140002-shiraz-unk","Independent Actions","Large blasts reported in Shiraz","Mar 14, 2026","strike","strike","FALSE","","","","","29.59","52.58","Shiraz","","Large blasts reported in Shiraz, Iran.","Naval facility","","","IR;SHIRAZ;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260314161001-strait-of-ho-unk","Independent Actions","Iran's foreign minister says that the 'Strait of Hormuz is open' and that it is…","Mar 14, 2026","strike","strike","FALSE","","","","","26.56","56.25","Strait of Hormuz","","Iran's foreign minister says that the 'Strait of Hormuz is open' and that it is 'only closed' to those who are 'attacking us and their allies. Others are free to pass'.","Military target","","","IR;IRAN;STRAIT-OF-HORMUZ;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
